oa_code,rnk,appliance_callsign,drive_time
E00076733,1,KV21P2,1.3
E00076734,1,KV21P2,1.53
E00076735,1,KV21P2,1.64
E00076736,1,KV21P2,1.45
E00076737,1,KV21P1,0.79
E00076738,1,KV21P1,0.44
E00076739,1,KV21P1,0.77
E00076740,1,KV21P2,1.65
E00076741,1,KV21P1,1.05
E00076742,1,KV21P1,0.91
E00076743,1,KV21P2,2.05
E00076744,1,KV21P1,0.62
E00076745,1,KV21P1,0.91
E00076746,1,KV21P2,1.29
E00076747,1,KV21P2,1.17
E00076748,1,KV21P2,1.66
E00076749,1,KV21P1,0.41
E00076750,1,KV21P2,2.06
E00076751,1,KV21P1,0.96
E00076752,1,KV21P2,1.61
E00076753,1,KV21P1,0.73
E00076754,1,KV21P2,1.85
E00076755,1,KV18P1,2.27
E00076756,1,KV18P1,2.56
E00076757,1,KV18P1,2.03
E00076759,1,KV18P1,2.11
E00076760,1,KV18P1,1.56
E00076761,1,KV18P1,2.38
E00076762,1,KV18P1,1.84
E00076763,1,KV18P1,2.08
E00076764,1,KV18P1,1.42
E00076765,1,KV18P1,2.12
E00076766,1,KV18P1,2.65
E00076767,1,KV18P1,1.98
E00076768,1,KV18P1,2.55
E00076769,1,KV18P1,1.99
E00076770,1,KV18P1,1.38
E00076771,1,KV18P1,1.26
E00076772,1,KV18P1,2.04
E00076773,1,KV18P1,2.76
E00076774,1,KV18P1,1.86
E00076775,1,KV18P1,2.24
E00076776,1,KV18P1,1.47
E00076777,1,KV18P1,1.85
E00076778,1,KV18P1,2.01
E00076779,1,KV18P1,2.52
E00076780,1,KV18P1,1.66
E00076781,1,KV18P1,2.62
E00076782,1,KV18P1,2.18
E00076785,1,KV18P1,2.58
E00076786,1,KV18P1,3.54
E00076787,1,KV18P1,2.17
E00076788,1,KV18P1,2.16
E00076789,1,KV18P1,6.04
E00076790,1,KV18P1,3.83
E00076791,1,KV18P1,3.29
E00076792,1,KV18P1,3.78
E00076793,1,KV18P1,4.01
E00076794,1,KV18P1,5.74
E00076795,1,KV18P1,3.95
E00076796,1,KV18P1,4.11
E00076797,1,KV18P1,3.57
E00076798,1,KV18P1,4.02
E00076799,1,KV18P1,4.75
E00076800,1,KV18P1,4.19
E00076801,1,KV18P1,3.45
E00076802,1,KV18P1,3.59
E00076803,1,KV18P1,3.77
E00076804,1,KV18P1,4.45
E00076805,1,KV18P1,4.37
E00076806,1,KV18P1,5.17
E00076807,1,KV18P1,4.59
E00076808,1,KV18P1,5.0
E00076809,1,KV18P1,4.73
E00076810,1,KV18P1,5.28
E00076811,1,KV18P1,4.74
E00076812,1,KV18P1,5.02
E00076813,1,KV18P1,5.18
E00076814,1,KV18P1,0.78
E00076815,1,KV18P1,0.59
E00076816,1,KV18P1,0.69
E00076817,1,KV18P1,1.0
E00076818,1,KV18P1,1.58
E00076819,1,KV18P1,1.29
E00076820,1,KV18P1,1.18
E00076821,1,KV18P1,1.69
E00076822,1,KV18P1,1.33
E00076823,1,KV18P1,1.86
E00076824,1,KV18P1,1.78
E00076825,1,KV18P1,1.33
E00076826,1,KV18P1,2.08
E00076827,1,KV18P1,1.61
E00076828,1,KV18P1,1.44
E00076829,1,KV18P1,1.59
E00076830,1,KV18P1,0.98
E00076831,1,KV18P1,0.57
E00076832,1,KV18P1,1.23
E00076833,1,KV18P1,0.6
E00076834,1,KV18P1,1.25
E00076835,1,KV18P1,1.63
E00076836,1,KV18P1,0.72
E00076837,1,KV18P1,1.02
E00076838,1,KV17P1,2.36
E00076839,1,KV17P1,1.94
E00076840,1,KV17P1,3.0
E00076841,1,KV17P1,3.46
E00076842,1,KV17P1,3.57
E00076843,1,KV17P1,2.66
E00076844,1,KV17P1,2.55
E00076845,1,KV17P1,2.05
E00076846,1,KV17P1,2.6
E00076847,1,KV17P1,2.23
E00076848,1,KV17P1,3.19
E00076849,1,KV17P1,2.61
E00076850,1,KV17P1,2.85
E00076851,1,KV17P1,2.91
E00076852,1,KV17P1,3.08
E00076853,1,KV18P1,3.16
E00076854,1,KV18P1,2.6
E00076855,1,KV18P1,2.82
E00076856,1,KV18P1,2.66
E00076857,1,KV18P1,2.78
E00076858,1,KV18P1,2.78
E00076859,1,KV18P1,2.66
E00076860,1,KV17P1,2.05
E00076861,1,KV17P1,2.66
E00076862,1,KV17P1,1.28
E00076863,1,KV17P1,2.22
E00076864,1,KV17P1,2.44
E00076865,1,KV17P1,1.7
E00076866,1,KV17P1,1.71
E00076867,1,KV17P1,2.04
E00076868,1,KV17P1,2.46
E00076869,1,KV17P1,2.25
E00076870,1,KV17P1,2.75
E00076871,1,KV17P1,1.6
E00076872,1,KV17P1,2.4
E00076873,1,KV17P1,2.47
E00076874,1,KV17P1,2.88
E00076875,1,KV17P1,2.85
E00076876,1,KV17P1,2.5
E00076877,1,KV17P1,3.16
E00076878,1,KV17P1,3.9
E00076879,1,KV17P1,3.41
E00076880,1,KV17P1,3.79
E00076881,1,KV17P1,3.02
E00076882,1,KV17P1,4.13
E00076883,1,KV17P1,3.63
E00076884,1,KV17P1,3.22
E00076885,1,KV17P1,4.04
E00076886,1,KV17P1,3.34
E00076887,1,KV17P1,3.39
E00076888,1,KV17P1,4.03
E00076889,1,KV17P1,3.7
E00076890,1,KV17P1,4.63
E00076891,1,KV17P1,3.72
E00076892,1,KV17P1,3.56
E00076893,1,KV17P1,3.37
E00076894,1,KV17P1,3.31
E00076895,1,KV17P1,3.8
E00076896,1,KV17P1,3.36
E00076897,1,KV17P1,3.24
E00076898,1,KV17P1,3.52
E00076899,1,KV17P1,4.17
E00076900,1,KV17P1,2.96
E00076901,1,KV17P1,3.58
E00076902,1,KV17P1,3.71
E00076903,1,KV18P1,2.71
E00076904,1,KV18P1,4.2
E00076905,1,KV18P1,1.42
E00076906,1,KV18P1,2.47
E00076907,1,KV18P1,3.37
E00076908,1,KV18P1,3.18
E00076909,1,KV18P1,4.53
E00076910,1,KV18P1,3.77
E00076911,1,KV18P1,3.55
E00076912,1,KV18P1,1.02
E00076913,1,KV18P1,1.87
E00076914,1,KV18P1,1.58
E00076915,1,KV18P1,2.33
E00076916,1,KV18P1,1.63
E00076917,1,KV18P1,1.44
E00076918,1,KV18P1,1.55
E00076919,1,KV18P1,1.72
E00076920,1,KV18P1,2.1
E00076921,1,KV18P1,2.42
E00076922,1,KV18P1,2.43
E00076923,1,KV18P1,2.73
E00076924,1,KV18P1,3.46
E00076925,1,KV18P1,3.11
E00076926,1,KV18P1,3.47
E00076927,1,KV18P1,2.25
E00076928,1,KV18P1,0.84
E00076929,1,KV18P1,1.08
E00076930,1,KV18P1,0.61
E00076931,1,KV18P1,0.56
E00076932,1,KV18P1,1.33
E00076933,1,KV18P1,1.83
E00076934,1,KV18P1,3.14
E00076935,1,KV18P1,2.94
E00076936,1,KV18P1,2.91
E00076937,1,KV18P1,2.72
E00076938,1,KV18P1,2.47
E00076939,1,KV18P1,1.99
E00076940,1,KV18P1,2.24
E00076941,1,KV18P1,2.31
E00076942,1,KV18P1,2.34
E00076943,1,KV18P1,2.03
E00076944,1,KV18P1,1.85
E00076945,1,KV18P1,1.51
E00076946,1,KV18P1,2.23
E00076947,1,KV18P1,1.68
E00076948,1,KV18P1,1.85
E00076949,1,KV18P1,1.57
E00076950,1,KV18P1,1.27
E00076951,1,KV18P1,2.38
E00076952,1,KV18P1,1.66
E00076953,1,KV18P1,1.89
E00076954,1,KV18P1,2.5
E00076955,1,KV18P1,1.11
E00076956,1,KV18P1,1.84
E00076957,1,KV18P1,1.19
E00076958,1,KV18P1,1.47
E00076959,1,KV18P1,1.36
E00076960,1,KV18P1,1.36
E00076961,1,KV18P1,0.93
E00076962,1,KV18P1,0.68
E00076963,1,KV18P1,1.56
E00076964,1,KV18P1,0.85
E00076965,1,KV18P1,1.1
E00076966,1,KV18P1,1.07
E00076967,1,KV18P1,1.13
E00076968,1,KV18P1,1.9
E00076969,1,KV18P1,1.53
E00076970,1,KV18P1,1.27
E00076971,1,KV18P1,1.29
E00076972,1,KV18P1,1.5
E00076973,1,KV18P1,1.39
E00076974,1,KV18P1,1.42
E00076975,1,KV18P1,1.57
E00076976,1,KV18P1,2.03
E00076977,1,KV18P1,0.42
E00076978,1,KV18P1,0.14
E00076979,1,KV18P1,0.98
E00076980,1,KV18P1,0.09
E00076981,1,KV18P1,1.33
E00076982,1,KV18P1,0.63
E00076983,1,KV18P1,0.18
E00076984,1,KV18P1,0.48
E00076985,1,KV18P1,1.05
E00076986,1,KV18P1,0.87
E00076987,1,KV18P1,0.63
E00076988,1,KV18P1,0.6
E00076989,1,KV18P1,0.78
E00076990,1,KV18P1,0.78
E00076991,1,KV17P1,2.62
E00076992,1,KV17P1,5.4
E00076993,1,KV17P1,2.6
E00076994,1,KV17P1,3.39
E00076995,1,KV17P1,3.12
E00076996,1,KV17P1,2.76
E00076997,1,KV17P1,2.46
E00076998,1,KV17P1,2.56
E00076999,1,KV17P1,3.7
E00077000,1,KV17P1,4.43
E00077001,1,KV17P1,3.49
E00077002,1,KV17P1,2.5
E00077003,1,KV17P1,3.23
E00077004,1,KV17P1,2.84
E00077005,1,KV17P1,2.86
E00077006,1,KV17P1,2.54
E00077007,1,KV17P1,3.02
E00077008,1,KV17P1,3.47
E00077009,1,KV17P1,3.14
E00077010,1,KV17P1,4.12
E00077011,1,KV17P1,3.54
E00077012,1,KV17P1,2.97
E00077013,1,KV17P1,4.29
E00077014,1,KV17P1,3.99
E00077015,1,KV17P1,4.21
E00077016,1,KV17P1,4.18
E00077017,1,KV17P1,2.54
E00077018,1,KV17P1,2.37
E00077019,1,KV17P1,2.83
E00077020,1,KV17P1,2.48
E00077021,1,KV17P1,3.5
E00077022,1,KV17P1,2.43
E00077023,1,KV17P1,2.56
E00077024,1,KV17P1,3.16
E00077025,1,KV17P1,2.23
E00077026,1,KV17P1,1.91
E00077027,1,KV17P1,2.7
E00077028,1,KV17P1,2.07
E00077029,1,KV17P1,2.37
E00077030,1,KV21P2,1.25
E00077031,1,KV21P2,1.57
E00077032,1,KV21P1,0.82
E00077033,1,KV21P2,2.3
E00077034,1,KV21P2,2.54
E00077035,1,KV21P2,2.05
E00077036,1,KV21P2,2.08
E00077037,1,KV21P2,1.32
E00077038,1,KV21P2,1.53
E00077039,1,KV21P1,0.28
E00077040,1,KV21P1,0.81
E00077042,1,KV21P1,0.46
E00077043,1,KV21P1,0.63
E00077044,1,KV21P1,0.53
E00077045,1,KV21P1,0.86
E00077046,1,KV21P1,0.72
E00077047,1,KV21P1,0.9
E00077048,1,KV21P2,1.32
E00077049,1,KV21P1,0.94
E00077050,1,KV21P2,1.82
E00077051,1,KV21P2,1.9
E00077052,1,KV21P2,2.23
E00077053,1,KV21P2,1.62
E00077054,1,KV21P2,1.72
E00077055,1,KV17P1,0.84
E00077056,1,KV17P1,2.83
E00077057,1,KV17P1,2.12
E00077058,1,KV17P1,2.12
E00077059,1,KV17P1,1.61
E00077061,1,KV17P1,1.64
E00077062,1,KV17P1,1.81
E00077063,1,KV17P1,2.0
E00077064,1,KV17P1,2.41
E00077065,1,KV17P1,0.76
E00077066,1,KV17P1,0.72
E00077067,1,KV17P1,1.36
E00077068,1,KV17P1,0.58
E00077069,1,KV17P1,2.19
E00077070,1,KV17P1,1.24
E00077071,1,KV17P1,2.16
E00077072,1,KV17P1,0.62
E00077073,1,KV17P1,2.43
E00077074,1,KV17P1,1.5
E00077075,1,KV17P1,1.71
E00077076,1,KV17P1,1.71
E00077077,1,KV17P1,1.34
E00077078,1,KV17P1,1.23
E00077079,1,KV17P1,2.12
E00077080,1,KV17P1,1.69
E00077081,1,KV17P1,2.58
E00077082,1,KV17P1,1.82
E00077083,1,KV17P1,3.36
E00077084,1,KV17P1,4.24
E00077085,1,KV17P1,1.11
E00077086,1,KV17P1,2.76
E00077087,1,KV17P1,2.32
E00077088,1,KV17P1,2.71
E00077089,1,KV17P1,3.05
E00077090,1,KV17P1,1.89
E00077091,1,KV17P1,1.3
E00077092,1,KV17P1,1.33
E00077093,1,KV17P1,2.8
E00077094,1,KV17P1,1.47
E00077095,1,KV17P1,0.97
E00077096,1,KV17P1,1.59
E00077097,1,KV17P1,2.12
E00077098,1,KV17P1,2.27
E00077099,1,KV17P1,2.02
E00077100,1,KV17P1,0.94
E00077101,1,KV17P1,1.77
E00077102,1,KV17P1,1.63
E00077103,1,KV17P1,2.35
E00077104,1,KV17P1,1.85
E00077105,1,KV17P1,2.71
E00077107,1,KV17P1,2.32
E00077108,1,KV17P1,2.45
E00077109,1,KV17P1,2.68
E00077110,1,KV17P1,2.04
E00077111,1,KV17P1,2.47
E00077112,1,KV17P1,2.48
E00077113,1,KV17P1,2.28
E00077114,1,KV17P1,2.54
E00077115,1,KV17P1,2.97
E00077116,1,KV17P1,2.9
E00077117,1,KV17P1,2.36
E00077118,1,KV17P1,2.56
E00077119,1,KV17P1,2.79
E00077120,1,KV17P1,3.23
E00077121,1,KV17P1,3.42
E00077122,1,KV17P1,3.39
E00077123,1,KV17P1,3.45
E00077124,1,KV17P1,3.06
E00077125,1,KV17P1,3.12
E00077126,1,KV17P1,2.74
E00077127,1,KV17P1,2.85
E00077128,1,KV17P1,3.89
E00077129,1,KV17P1,3.61
E00077130,1,KV17P1,3.38
E00077131,1,KV17P1,3.2
E00077132,1,KV17P1,3.3
E00077133,1,KV17P1,2.73
E00077134,1,KV17P1,2.57
E00077135,1,KV17P1,2.23
E00077136,1,KV17P1,2.23
E00077137,1,KV17P1,2.53
E00077138,1,KV17P1,2.8
E00077139,1,KV17P1,2.41
E00077140,1,KV17P1,1.82
E00077141,1,KV17P1,2.24
E00077142,1,KV17P1,2.45
E00077143,1,KV17P1,1.33
E00077144,1,KV17P1,1.74
E00077145,1,KV17P1,1.76
E00077146,1,KV17P1,3.45
E00077147,1,KV17P1,3.02
E00077148,1,KV17P1,4.88
E00077149,1,KV17P1,4.71
E00077150,1,KV17P1,5.19
E00077151,1,KV17P1,5.73
E00077152,1,KV17P1,5.28
E00077153,1,KV17P1,5.42
E00077154,1,KV17P1,5.32
E00077155,1,KV17P1,5.14
E00077156,1,KV17P1,4.62
E00077157,1,KV17P1,3.84
E00077158,1,KV17P1,6.29
E00077159,1,KV17P1,4.88
E00077160,1,KV17P1,3.74
E00077161,1,KV17P1,5.15
E00077162,1,KV17P1,4.05
E00077163,1,KV17P1,4.57
E00077164,1,KV17P1,4.74
E00077165,1,KV17P1,3.76
E00077166,1,KV17P1,4.99
E00077167,1,KV17P1,4.33
E00077168,1,KV17P1,7.24
E00077169,1,KV17P1,5.69
E00077170,1,KV17P1,5.12
E00077171,1,KV17P1,4.53
E00077172,1,KV17P1,4.56
E00077173,1,KV17P1,5.16
E00077174,1,KV17P1,4.87
E00077175,1,KV17P1,4.36
E00077176,1,KV17P1,5.07
E00077177,1,KV17P1,4.84
E00077178,1,KV17P1,5.08
E00100629,1,KV34P1,4.52
E00100630,1,KV34P1,3.19
E00100631,1,KV34P1,1.65
E00100632,1,KV34P1,1.75
E00100633,1,KV34P1,1.53
E00100634,1,KV34P1,1.7
E00100635,1,KV34P1,8.15
E00100636,1,KV34P1,8.09
E00100637,1,KV34P1,1.25
E00100638,1,KV34P1,0.66
E00100639,1,KV34P1,0.3
E00100640,1,KV34P1,1.14
E00100641,1,KV34P1,0.75
E00100642,1,KV34P1,0.98
E00100643,1,KV34P1,0.51
E00100644,1,KV34P1,0.38
E00100645,1,KV34P1,1.98
E00100646,1,KV34P1,1.13
E00100647,1,KV34P1,1.09
E00100648,1,KV34P1,1.16
E00100649,1,KV34P1,1.88
E00100650,1,KV34P1,1.54
E00100651,1,KV34P1,2.19
E00100652,1,KV34P1,1.32
E00100653,1,KV42P1,4.05
E00100654,1,KV42P1,3.82
E00100655,1,KV42P1,3.45
E00100656,1,KV42P1,3.04
E00100657,1,KV42P1,3.22
E00100658,1,KV43P1,6.65
E00100659,1,KV42P1,8.12
E00100660,1,KV59P1,6.5
E00100661,1,KV59P1,6.26
E00100662,1,KV59P1,5.68
E00100663,1,KV59P1,7.34
E00100664,1,KV59P1,8.54
E00100665,1,KV59P1,3.92
E00100666,1,KV59P1,3.63
E00100667,1,KV59P1,10.12
E00100668,1,KV59P1,6.11
E00100669,1,KV59P1,6.26
E00100670,1,KV59P1,4.03
E00100671,1,KV39P1,8.84
E00100672,1,KV59P1,6.17
E00100673,1,KV59P1,9.23
E00100674,1,KV41P1,7.07
E00100675,1,KV59P1,9.04
E00100676,1,KV33P1,3.41
E00100677,1,KV33P1,3.37
E00100678,1,KV33P1,3.78
E00100679,1,KV33P1,4.42
E00100680,1,KV33P1,4.61
E00100681,1,KV33P1,2.07
E00100682,1,KV33P1,3.72
E00100683,1,KV33P1,2.82
E00100684,1,KV33P1,3.22
E00100685,1,KV33P1,3.35
E00100686,1,KV33P1,3.22
E00100687,1,KV33P1,4.35
E00100688,1,KV33P1,2.93
E00100689,1,KV33P1,2.76
E00100690,1,KV33P1,2.18
E00100691,1,KV33P1,3.83
E00100692,1,KV33P1,4.61
E00100693,1,KV33P1,4.42
E00100694,1,KV33P1,3.55
E00100695,1,KV33P1,4.64
E00100696,1,KV33P1,5.43
E00100697,1,KV33P1,4.69
E00100698,1,KV33P1,2.96
E00100699,1,KV59P1,5.74
E00100700,1,KV59P1,2.85
E00100701,1,KV59P1,2.89
E00100702,1,KV59P1,2.58
E00100703,1,KV59P1,5.84
E00100704,1,KV59P1,3.26
E00100705,1,KV59P1,4.95
E00100706,1,KV59P1,2.35
E00100707,1,KV37P1,0.29
E00100708,1,KV37P1,1.08
E00100709,1,KV37P1,0.67
E00100710,1,KV37P1,0.68
E00100711,1,KV37P1,4.54
E00100712,1,KV37P1,0.22
E00100713,1,KV37P1,0.63
E00100714,1,KV42P1,1.95
E00100715,1,KV37P1,0.97
E00100716,1,KV42P1,2.25
E00100717,1,KV37P1,0.42
E00100718,1,KV40P1,7.56
E00100719,1,KV37P1,7.25
E00100720,1,KV40P1,5.22
E00100721,1,KV37P1,5.23
E00100722,1,KV40P1,6.19
E00100723,1,KV40P1,3.7
E00100724,1,KV40P1,9.21
E00100725,1,KV40P1,11.3
E00100726,1,KV40P1,8.74
E00100727,1,KV40P1,8.61
E00100728,1,KV40P1,8.24
E00100729,1,KV40P1,8.02
E00100730,1,KV39P1,12.17
E00100731,1,KV32P1,7.83
E00100732,1,KV32P1,8.31
E00100733,1,KV32P1,6.43
E00100734,1,KV32P1,5.86
E00100735,1,KV32P1,6.37
E00100736,1,KV32P1,3.35
E00100737,1,KV33P1,2.79
E00100738,1,KV33P1,2.18
E00100739,1,KV33P1,3.1
E00100740,1,KV33P1,3.01
E00100741,1,KV33P1,2.68
E00100742,1,KV33P1,2.51
E00100743,1,KV33P1,3.21
E00100745,1,KV33P1,3.33
E00100746,1,KV33P1,2.22
E00100747,1,KV33P1,3.06
E00100748,1,KV33P1,1.92
E00100749,1,KV33P1,2.53
E00100750,1,KV33P1,2.5
E00100751,1,KV33P1,2.41
E00100752,1,KV33P1,1.97
E00100753,1,KV33P1,3.38
E00100754,1,KV33P1,2.37
E00100755,1,KV33P1,1.5
E00100756,1,KV33P1,2.21
E00100757,1,KV33P1,3.54
E00100758,1,KV33P1,3.65
E00100759,1,KV33P1,4.45
E00100760,1,KV33P1,4.16
E00100761,1,KV33P1,3.77
E00100762,1,KV33P1,3.73
E00100763,1,KV33P1,3.81
E00100764,1,KV33P1,3.33
E00100765,1,KV33P1,3.98
E00100766,1,KV33P1,3.93
E00100767,1,KV33P1,4.42
E00100768,1,KV33P1,4.29
E00100769,1,KV33P1,3.6
E00100770,1,KV33P1,4.53
E00100771,1,KV33P1,3.14
E00100772,1,KV33P1,4.21
E00100773,1,KV33P1,4.18
E00100774,1,KV33P1,3.29
E00100775,1,KV33P1,3.71
E00100776,1,KV33P1,4.18
E00100777,1,KV33P1,3.67
E00100778,1,KV33P1,3.92
E00100779,1,KV33P1,2.08
E00100780,1,KV33P1,2.94
E00100781,1,KV33P1,3.48
E00100782,1,KV33P1,3.41
E00100783,1,KV33P1,1.42
E00100784,1,KV33P1,2.85
E00100785,1,KV33P1,3.15
E00100786,1,KV33P1,2.86
E00100787,1,KV33P1,3.46
E00100788,1,KV33P1,2.98
E00100789,1,KV33P1,3.4
E00100790,1,KV33P1,4.77
E00100791,1,KV33P1,0.84
E00100792,1,KV33P1,0.48
E00100793,1,KV33P1,1.14
E00100794,1,KV33P1,1.07
E00100795,1,KV33P1,1.36
E00100796,1,KV33P1,2.13
E00100797,1,KV33P1,1.55
E00100798,1,KV33P1,2.63
E00100799,1,KV33P1,2.03
E00100800,1,KV33P1,2.98
E00100801,1,KV33P1,2.88
E00100802,1,KV33P1,4.0
E00100803,1,KV33P1,3.18
E00100804,1,KV33P1,3.38
E00100805,1,KV33P1,3.63
E00100806,1,KV33P1,3.98
E00100807,1,KV33P1,4.2
E00100808,1,KV33P1,3.9
E00100809,1,KV33P1,4.5
E00100810,1,KV33P1,4.2
E00100811,1,KV33P1,4.37
E00100812,1,KV33P1,3.61
E00100813,1,KV33P1,3.8
E00100814,1,KV33P1,3.56
E00100815,1,KV33P1,3.76
E00100816,1,KV33P1,3.91
E00100817,1,KV33P1,3.58
E00100818,1,KV33P1,3.6
E00100819,1,KV33P1,3.73
E00100820,1,KV33P1,3.84
E00100821,1,KV33P1,3.19
E00100822,1,KV33P1,3.49
E00100823,1,KV33P1,3.73
E00100824,1,KV33P1,3.53
E00100825,1,KV33P1,3.47
E00100826,1,KV33P1,1.73
E00100827,1,KV33P1,1.91
E00100828,1,KV33P1,3.0
E00100829,1,KV33P1,1.24
E00100830,1,KV33P1,2.96
E00100831,1,KV33P1,1.59
E00100832,1,KV33P1,3.32
E00100833,1,KV33P1,3.18
E00100834,1,KV33P1,2.59
E00100835,1,KV33P1,1.04
E00100836,1,KV33P1,2.36
E00100837,1,KV33P1,1.3
E00100838,1,KV33P1,2.96
E00100839,1,KV33P1,1.38
E00100840,1,KV33P1,2.09
E00100841,1,KV33P1,2.54
E00100842,1,KV33P1,1.25
E00100843,1,KV33P1,1.76
E00100844,1,KV33P1,2.32
E00100845,1,KV33P1,2.78
E00100846,1,KV33P1,1.85
E00100847,1,KV33P1,2.23
E00100848,1,KV33P1,1.69
E00100849,1,KV33P1,0.66
E00100850,1,KV40P1,4.8
E00100851,1,KV41P1,5.84
E00100852,1,KV41P1,6.04
E00100853,1,KV41P1,5.69
E00100854,1,KV41P1,6.08
E00100855,1,KV41P1,7.79
E00100856,1,KV41P1,6.21
E00100857,1,KV40P1,4.88
E00100858,1,KV40P1,2.69
E00100859,1,KV40P1,2.5
E00100860,1,KV40P1,2.91
E00100861,1,KV40P1,1.02
E00100862,1,KV40P1,2.32
E00100863,1,KV40P1,1.09
E00100864,1,KV40P1,1.0
E00100865,1,KV40P1,1.35
E00100866,1,KV40P1,1.0
E00100867,1,KV40P1,1.23
E00100868,1,KV40P1,1.91
E00100869,1,KV40P1,1.75
E00100870,1,KV40P1,1.5
E00100871,1,KV40P1,1.64
E00100872,1,KV40P1,2.33
E00100873,1,KV40P1,1.8
E00100874,1,KV40P1,4.45
E00100875,1,KV40P1,2.85
E00100876,1,KV40P1,1.61
E00100877,1,KV40P1,2.0
E00100878,1,KV40P1,2.44
E00100879,1,KV40P1,2.09
E00100880,1,KV40P1,2.99
E00100881,1,KV40P1,1.15
E00100882,1,KV40P1,1.71
E00100883,1,KV40P1,1.19
E00100884,1,KV40P1,0.32
E00100885,1,KV40P1,0.57
E00100886,1,KV40P1,1.68
E00100887,1,KV40P1,1.81
E00100888,1,KV40P1,1.81
E00100889,1,KV40P1,1.9
E00100890,1,KV40P1,1.85
E00100891,1,KV40P1,1.7
E00100892,1,KV40P1,0.19
E00100893,1,KV40P1,1.51
E00100894,1,KV40P1,1.55
E00100895,1,KV40P1,1.03
E00100896,1,KV40P1,0.92
E00100897,1,KV40P1,1.42
E00100898,1,KV34P1,7.28
E00100899,1,KV34P1,4.59
E00100900,1,KV34P1,3.71
E00100901,1,KV34P1,3.7
E00100902,1,KV34P1,4.33
E00100903,1,KV34P1,4.87
E00100904,1,KV37P1,4.94
E00100905,1,KV37P1,2.89
E00100906,1,KV43P1,5.0
E00100907,1,KV43P1,6.38
E00100908,1,KV43P1,4.87
E00100909,1,KV43P1,5.61
E00100910,1,KV43P1,4.82
E00100911,1,KV43P1,5.87
E00100912,1,KV43P1,4.38
E00100913,1,KV40P1,6.67
E00100914,1,KV40P1,6.94
E00100915,1,KV40P1,5.16
E00100916,1,KV34P1,10.77
E00100917,1,KV34P1,11.88
E00100918,1,KV40P1,7.56
E00100919,1,KV40P1,12.57
E00100920,1,KV59P1,8.21
E00100921,1,KV59P1,8.72
E00100922,1,KV41P1,4.98
E00100923,1,KV41P1,4.56
E00100924,1,KV41P1,3.33
E00100925,1,KV41P1,4.84
E00100926,1,KV41P1,1.93
E00100927,1,KV41P1,3.64
E00100928,1,KV41P1,4.06
E00100929,1,KV41P1,4.54
E00100930,1,KV41P1,4.1
E00100931,1,KV43P1,4.73
E00100932,1,KV41P1,4.9
E00100933,1,KV41P1,2.55
E00100934,1,KV41P1,0.86
E00100935,1,KV41P1,0.54
E00100936,1,KV41P1,0.7
E00100937,1,KV41P1,1.5
E00100938,1,KV41P1,1.37
E00100939,1,KV41P1,0.85
E00100940,1,KV41P1,0.23
E00100941,1,KV41P1,0.49
E00100942,1,KV41P1,1.01
E00100943,1,KV41P1,1.39
E00100944,1,KV41P1,0.77
E00100945,1,KV41P1,0.48
E00100946,1,KV41P1,1.22
E00100947,1,KV41P1,1.14
E00100948,1,KV33P1,7.09
E00100949,1,KV33P1,10.2
E00100950,1,KV33P1,7.99
E00100951,1,KV33P1,6.68
E00100952,1,KV33P1,7.96
E00100953,1,KV59P1,7.33
E00100954,1,KV59P1,8.22
E00100955,1,KV42P1,1.1
E00100956,1,KV42P1,0.87
E00100957,1,KV42P1,1.19
E00100958,1,KV42P1,0.57
E00100959,1,KV42P1,0.42
E00100960,1,KV42P1,0.99
E00100961,1,KV42P1,0.68
E00100962,1,KV42P1,0.23
E00100963,1,KV42P1,1.19
E00100964,1,KV42P1,0.51
E00100965,1,KV42P1,1.58
E00100966,1,KV42P1,0.11
E00100967,1,KV42P1,0.49
E00100968,1,KV42P1,0.3
E00100969,1,KV42P1,0.64
E00100970,1,KV42P1,1.01
E00100971,1,KV42P1,0.7
E00100972,1,KV42P1,0.92
E00100973,1,KV42P1,1.06
E00100974,1,KV42P1,2.0
E00100975,1,KV42P1,1.66
E00100976,1,KV42P1,1.68
E00100977,1,KV42P1,0.9
E00100978,1,KV42P1,1.31
E00100979,1,KV42P1,1.0
E00100980,1,KV42P1,1.33
E00100981,1,KV43P1,1.85
E00100982,1,KV43P1,3.4
E00100983,1,KV43P1,3.37
E00100984,1,KV43P1,3.68
E00100985,1,KV43P1,3.21
E00100986,1,KV43P1,2.24
E00100987,1,KV43P1,6.19
E00100988,1,KV43P1,1.76
E00100989,1,KV43P1,1.8
E00100990,1,KV43P1,1.78
E00100991,1,KV43P1,1.74
E00100992,1,KV43P1,1.09
E00100993,1,KV43P1,1.37
E00100994,1,KV43P1,0.89
E00100995,1,KV43P1,1.05
E00100996,1,KV43P1,0.82
E00100997,1,KV43P1,0.54
E00100998,1,KV43P1,0.8
E00100999,1,KV43P1,0.38
E00101000,1,KV43P1,0.93
E00101001,1,KV43P1,0.43
E00101002,1,KV43P1,0.69
E00101003,1,KV43P1,0.69
E00101004,1,KV43P1,0.94
E00101005,1,KV43P1,2.49
E00101006,1,KV43P1,2.07
E00101007,1,KV43P1,1.45
E00101008,1,KV43P1,1.98
E00101009,1,KV43P1,1.87
E00101010,1,KV43P1,0.96
E00101011,1,KV43P1,1.16
